epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,1007,0.49459,0.3437,0.96681,0.93441,0.94444,0.96179,0.8161,0.52835,0.3271,1.00201,0.0014357,0.0014357,0.0014357
173,1012.68,0.52276,0.35704,1.02386,0.94324,0.92325,0.96745,0.82926,0.50574,0.31351,1.00129,0.0014324,0.0014324,0.0014324
174,1018.43,0.49596,0.34985,0.99775,0.97635,0.91723,0.97106,0.84064,0.4899,0.30551,0.9794,0.0014291,0.0014291,0.0014291
175,1024.28,0.53282,0.36448,1.0161,0.98227,0.92339,0.97454,0.83102,0.51284,0.30838,0.98038,0.0014258,0.0014258,0.0014258
176,1030.11,0.48582,0.36757,1.00861,0.94827,0.91663,0.96893,0.82672,0.5267,0.34778,0.98376,0.0014225,0.0014225,0.0014225
177,1035.8,0.5018,0.39159,1.00787,0.95011,0.9,0.96835,0.8161,0.53321,0.33435,1.00628,0.0014192,0.0014192,0.0014192
178,1041.54,0.53049,0.38095,1.0046,0.89829,0.93229,0.96656,0.81541,0.55216,0.399,1.01805,0.0014159,0.0014159,0.0014159
179,1047.23,0.49091,0.36455,0.98157,0.9529,0.91667,0.9675,0.81587,0.55159,0.34888,1.02016,0.0014126,0.0014126,0.0014126
180,1052.94,0.49872,0.34873,1.00947,0.96569,0.93819,0.97654,0.83843,0.49874,0.29172,0.97202,0.0014093,0.0014093,0.0014093
181,1058.63,0.51668,0.37587,1.00601,0.95036,0.95716,0.98068,0.84149,0.51421,0.29089,0.96329,0.001406,0.001406,0.001406
182,1064.35,0.51425,0.34787,1.00283,0.95563,0.95731,0.98566,0.84039,0.53242,0.3038,1.00697,0.0014027,0.0014027,0.0014027
183,1070.01,0.52596,0.34615,0.99402,0.94935,0.9371,0.98074,0.82435,0.51957,0.3214,1.00243,0.0013994,0.0013994,0.0013994
184,1075.72,0.47182,0.32375,0.97893,0.92391,0.95,0.97445,0.83944,0.49361,0.28619,0.96394,0.0013961,0.0013961,0.0013961
185,1081.4,0.48258,0.34316,0.98426,0.96992,0.8958,0.97394,0.8277,0.52278,0.31669,0.9796,0.0013928,0.0013928,0.0013928
186,1087.05,0.47224,0.33136,0.97477,0.93392,0.92222,0.96565,0.81728,0.53285,0.32966,0.9926,0.0013895,0.0013895,0.0013895
187,1092.77,0.51738,0.35326,1.01245,0.94842,0.93889,0.96969,0.8252,0.50645,0.31113,0.97376,0.0013862,0.0013862,0.0013862
188,1098.51,0.48076,0.32911,0.9796,0.92996,0.96111,0.97723,0.82853,0.49919,0.29548,0.97221,0.0013829,0.0013829,0.0013829
189,1104.23,0.47157,0.36589,0.97093,0.95449,0.91667,0.97482,0.83115,0.51261,0.30171,0.98636,0.0013796,0.0013796,0.0013796
190,1109.95,0.46546,0.33966,0.97542,0.9488,0.91667,0.97566,0.83241,0.50166,0.33833,0.98752,0.0013763,0.0013763,0.0013763
191,1115.68,0.47063,0.33193,0.97262,0.92932,0.94958,0.97812,0.83533,0.49306,0.32916,0.98932,0.001373,0.001373,0.001373
192,1121.45,0.49627,0.34794,0.98901,0.96032,0.94108,0.98033,0.85035,0.51425,0.32735,0.99702,0.0013697,0.0013697,0.0013697
193,1127.21,0.49683,0.35029,0.99604,0.9634,0.91667,0.97666,0.83985,0.52606,0.33193,1.02129,0.0013664,0.0013664,0.0013664
194,1132.91,0.49014,0.34238,0.99948,0.9593,0.92778,0.97577,0.83887,0.52022,0.3243,1.01577,0.0013631,0.0013631,0.0013631
195,1138.67,0.52858,0.38463,1.01348,0.96605,0.94855,0.97934,0.83425,0.5333,0.33802,1.01239,0.0013598,0.0013598,0.0013598
196,1144.43,0.50867,0.38764,1.0069,0.9283,0.95556,0.97361,0.82308,0.51146,0.38287,0.98723,0.0013565,0.0013565,0.0013565
197,1150.12,0.49242,0.35159,0.99051,0.92662,0.95,0.96251,0.80539,0.54712,0.38148,0.99972,0.0013532,0.0013532,0.0013532
198,1155.83,0.4596,0.33385,0.97945,0.93893,0.9395,0.96401,0.81112,0.51741,0.36223,0.98967,0.0013499,0.0013499,0.0013499
199,1161.6,0.47624,0.34487,0.98869,0.94392,0.92222,0.95794,0.81577,0.52862,0.34518,1.01584,0.0013466,0.0013466,0.0013466
200,1167.4,0.50645,0.37405,0.99805,0.93763,0.91873,0.96258,0.83368,0.5126,0.33847,0.98516,0.0013433,0.0013433,0.0013433
201,1173.11,0.45537,0.33642,0.96102,0.93845,0.92222,0.97323,0.82805,0.50025,0.34331,0.97345,0.00134,0.00134,0.00134
202,1178.82,0.48087,0.34503,0.99357,0.95346,0.91056,0.97148,0.82997,0.47282,0.37161,0.96224,0.0013367,0.0013367,0.0013367
203,1184.54,0.46929,0.33491,0.99045,0.94182,0.91667,0.94783,0.816,0.47891,0.35552,0.97047,0.0013334,0.0013334,0.0013334
204,1190.26,0.5023,0.33871,1.00016,0.94099,0.91667,0.95037,0.81083,0.50196,0.34054,0.99189,0.0013301,0.0013301,0.0013301
205,1196.04,0.50848,0.34999,0.98414,0.95173,0.9,0.95714,0.8088,0.52534,0.32761,1.00679,0.0013268,0.0013268,0.0013268
206,1201.83,0.47589,0.33014,0.97686,0.9492,0.93423,0.97207,0.83501,0.51446,0.32128,0.99032,0.0013235,0.0013235,0.0013235
207,1207.58,0.49065,0.32945,0.99976,0.94359,0.92933,0.96615,0.83062,0.48302,0.31489,0.96514,0.0013202,0.0013202,0.0013202
208,1213.27,0.4674,0.35332,0.96098,0.97339,0.9,0.96554,0.82016,0.4832,0.3189,0.97341,0.0013169,0.0013169,0.0013169
209,1218.94,0.50063,0.36267,0.98641,0.9431,0.92082,0.96306,0.82246,0.4979,0.35009,0.98058,0.0013136,0.0013136,0.0013136
210,1224.6,0.45976,0.33877,0.98236,0.93276,0.92476,0.9543,0.80014,0.51652,0.37835,0.98967,0.0013103,0.0013103,0.0013103
211,1230.21,0.48196,0.33297,0.98207,0.94802,0.91667,0.9609,0.81163,0.54769,0.40947,1.00981,0.001307,0.001307,0.001307
212,1235.89,0.51071,0.35359,0.98342,0.93837,0.93049,0.95968,0.82356,0.51087,0.3471,1.01342,0.0013037,0.0013037,0.0013037
213,1241.51,0.49059,0.33854,1.01439,0.90761,0.94444,0.95739,0.81823,0.51552,0.34447,1.03317,0.0013004,0.0013004,0.0013004
214,1247.16,0.54755,0.38825,1.01829,0.93779,0.92117,0.96498,0.81832,0.52135,0.37957,1.04845,0.0012971,0.0012971,0.0012971
215,1252.78,0.48998,0.34978,0.98387,0.95436,0.93889,0.97036,0.8215,0.51511,0.36782,1.00027,0.0012938,0.0012938,0.0012938
216,1258.48,0.47776,0.34223,0.97426,0.94907,0.93889,0.97013,0.83258,0.50294,0.35083,0.97519,0.0012905,0.0012905,0.0012905
217,1264.19,0.48931,0.33427,0.98318,0.96504,0.92027,0.9745,0.83815,0.52497,0.36258,0.99831,0.0012872,0.0012872,0.0012872
218,1269.84,0.46285,0.33209,0.97932,0.95361,0.91667,0.97255,0.83747,0.53978,0.36524,1.00473,0.0012839,0.0012839,0.0012839
219,1275.46,0.4713,0.32863,0.97089,0.9484,0.91898,0.9675,0.83611,0.53545,0.35606,1.0125,0.0012806,0.0012806,0.0012806
220,1281.13,0.49948,0.34558,0.99468,0.93618,0.94444,0.97101,0.82824,0.54547,0.34246,1.03635,0.0012773,0.0012773,0.0012773
221,1286.75,0.48085,0.34637,0.97606,0.96058,0.92222,0.97056,0.82055,0.50797,0.32619,0.98218,0.001274,0.001274,0.001274
222,1292.39,0.47694,0.342,0.97807,0.93505,0.94444,0.96864,0.81978,0.51715,0.31828,0.99267,0.0012707,0.0012707,0.0012707
223,1298.05,0.46978,0.33161,0.98316,0.94626,0.92222,0.96587,0.81582,0.52051,0.32416,1.00478,0.0012674,0.0012674,0.0012674
224,1303.72,0.47983,0.32269,0.98419,0.93322,0.91111,0.95587,0.80353,0.49037,0.3216,0.98261,0.0012641,0.0012641,0.0012641
225,1309.33,0.47668,0.33679,0.99755,0.94382,0.93341,0.9545,0.81968,0.48307,0.32639,0.97312,0.0012608,0.0012608,0.0012608
226,1314.98,0.46703,0.33157,0.98084,0.95419,0.92567,0.95912,0.8331,0.47902,0.33284,0.96266,0.0012575,0.0012575,0.0012575
227,1320.61,0.47888,0.33851,0.97913,0.96473,0.91183,0.97543,0.83834,0.47768,0.31294,0.96105,0.0012542,0.0012542,0.0012542
228,1326.28,0.46816,0.34013,0.97802,0.96448,0.90509,0.9744,0.84298,0.47398,0.31078,0.95351,0.0012509,0.0012509,0.0012509
229,1331.92,0.43918,0.31641,0.98276,0.97812,0.9,0.97059,0.84639,0.47597,0.31058,0.9513,0.0012476,0.0012476,0.0012476
230,1337.54,0.43779,0.29479,0.97198,0.96789,0.89444,0.97003,0.84724,0.49322,0.31536,0.95825,0.0012443,0.0012443,0.0012443
231,1343.18,0.45825,0.3151,0.98773,0.96594,0.9,0.97518,0.84848,0.47991,0.30825,0.96166,0.001241,0.001241,0.001241
232,1348.82,0.45486,0.32792,0.98537,0.97262,0.93333,0.9785,0.83202,0.49597,0.30413,0.98442,0.0012377,0.0012377,0.0012377
233,1354.47,0.43587,0.32077,0.95837,0.97653,0.92445,0.97247,0.8411,0.49109,0.30111,0.98422,0.0012344,0.0012344,0.0012344
234,1360.13,0.4674,0.35576,0.98637,0.9583,0.94444,0.97573,0.83756,0.5271,0.3198,1.00224,0.0012311,0.0012311,0.0012311
235,1365.75,0.50294,0.34845,0.98668,0.92273,0.92882,0.96482,0.82018,0.51361,0.3196,0.99807,0.0012278,0.0012278,0.0012278
236,1371.36,0.43416,0.32421,0.95981,0.91883,0.93333,0.9648,0.8245,0.52414,0.3337,1.0002,0.0012245,0.0012245,0.0012245
237,1376.97,0.48845,0.3245,1.00119,0.95787,0.90556,0.96659,0.82582,0.50392,0.31769,0.98144,0.0012212,0.0012212,0.0012212
238,1382.6,0.46049,0.31084,0.97817,0.96262,0.88889,0.96353,0.81456,0.50697,0.31491,0.98724,0.0012179,0.0012179,0.0012179
239,1388.24,0.46819,0.342,0.97405,0.9548,0.90556,0.966,0.81489,0.49699,0.31508,0.98256,0.0012146,0.0012146,0.0012146
240,1393.88,0.47251,0.32559,0.97725,0.93696,0.90831,0.96008,0.82587,0.49634,0.29732,0.98087,0.0012113,0.0012113,0.0012113
241,1399.51,0.45382,0.32838,0.9718,0.9383,0.92934,0.96353,0.8213,0.48932,0.29623,0.97572,0.001208,0.001208,0.001208
242,1405.12,0.42999,0.29856,0.94723,0.9602,0.93815,0.97919,0.82686,0.47977,0.2938,0.96444,0.0012047,0.0012047,0.0012047
243,1410.75,0.46669,0.31799,0.98905,0.99019,0.92778,0.97711,0.82289,0.49763,0.30288,0.96953,0.0012014,0.0012014,0.0012014
244,1416.42,0.4508,0.31828,0.97858,0.94414,0.93891,0.98074,0.83245,0.50747,0.31711,0.9865,0.0011981,0.0011981,0.0011981
245,1422.1,0.44879,0.31327,0.97674,0.95464,0.93544,0.98023,0.83137,0.49335,0.30399,0.97595,0.0011948,0.0011948,0.0011948
246,1427.82,0.51401,0.38452,0.99567,0.982,0.90933,0.96964,0.82895,0.51448,0.33358,0.98913,0.0011915,0.0011915,0.0011915
247,1433.44,0.47144,0.34304,0.96964,0.97346,0.89444,0.96373,0.82886,0.50663,0.3206,0.98241,0.0011882,0.0011882,0.0011882
248,1439.08,0.46448,0.34151,0.97612,0.97008,0.90556,0.96324,0.82015,0.50063,0.32173,0.98003,0.0011849,0.0011849,0.0011849
249,1444.72,0.45017,0.31662,0.98123,0.98466,0.91667,0.95913,0.82518,0.49463,0.33837,0.98718,0.0011816,0.0011816,0.0011816
250,1450.35,0.4789,0.32987,1.00288,0.95471,0.93686,0.96332,0.82246,0.50417,0.32748,0.98763,0.0011783,0.0011783,0.0011783
251,1455.99,0.4719,0.32728,0.96493,0.94686,0.92778,0.96818,0.82713,0.49088,0.30236,0.9665,0.001175,0.001175,0.001175
252,1461.64,0.43929,0.29948,0.95439,0.95938,0.91853,0.97066,0.82933,0.48635,0.283,0.97051,0.0011717,0.0011717,0.0011717
253,1467.22,0.4708,0.31222,1.00639,0.95622,0.92778,0.97063,0.8266,0.49146,0.30208,0.9789,0.0011684,0.0011684,0.0011684
254,1472.82,0.45425,0.31002,0.98043,0.9479,0.90963,0.96204,0.8286,0.48827,0.29916,0.977,0.0011651,0.0011651,0.0011651
255,1478.46,0.42686,0.30366,0.9476,0.9435,0.91667,0.95839,0.82574,0.49178,0.32387,0.97497,0.0011618,0.0011618,0.0011618
256,1484.15,0.41964,0.30197,0.96686,0.94962,0.91111,0.95215,0.82524,0.48568,0.32688,0.96962,0.0011585,0.0011585,0.0011585
257,1489.75,0.46022,0.32181,0.96683,0.96321,0.92222,0.9609,0.83453,0.49346,0.33305,0.98098,0.0011552,0.0011552,0.0011552
258,1495.38,0.45145,0.31739,0.98314,0.9619,0.92778,0.95736,0.83614,0.48705,0.3277,0.98698,0.0011519,0.0011519,0.0011519
259,1501.02,0.44433,0.31593,0.94612,0.98196,0.93333,0.97366,0.83403,0.4855,0.29392,0.98675,0.0011486,0.0011486,0.0011486
260,1506.68,0.45879,0.31653,0.96736,0.97052,0.95,0.96927,0.82799,0.488,0.30846,0.98771,0.0011453,0.0011453,0.0011453
261,1512.29,0.44487,0.31226,0.96033,0.92355,0.93955,0.96281,0.83236,0.48765,0.32596,0.98723,0.001142,0.001142,0.001142
262,1517.92,0.42659,0.29625,0.97523,0.91746,0.9263,0.9619,0.82231,0.47881,0.33289,0.97772,0.0011387,0.0011387,0.0011387
263,1523.55,0.42621,0.31703,0.96294,0.92801,0.94444,0.96709,0.83366,0.48503,0.32262,0.97701,0.0011354,0.0011354,0.0011354
264,1529.22,0.43802,0.30808,0.97047,0.94757,0.90362,0.96165,0.84222,0.49771,0.32086,0.98766,0.0011321,0.0011321,0.0011321
265,1534.88,0.421,0.30243,0.95556,0.96342,0.92778,0.97386,0.8405,0.50671,0.32453,1.00249,0.0011288,0.0011288,0.0011288
266,1540.53,0.46031,0.31926,0.9734,0.95449,0.95,0.97466,0.83559,0.50663,0.31902,1.0187,0.0011255,0.0011255,0.0011255
267,1546.23,0.42475,0.29927,0.96546,0.97073,0.92139,0.96939,0.82134,0.50385,0.31343,1.00734,0.0011222,0.0011222,0.0011222
268,1551.88,0.42612,0.30004,0.97057,0.95444,0.93106,0.96177,0.82685,0.48842,0.3051,0.99372,0.0011189,0.0011189,0.0011189
269,1557.48,0.40419,0.27911,0.94492,0.97171,0.95426,0.98196,0.8286,0.4862,0.28605,0.98438,0.0011156,0.0011156,0.0011156
270,1563.11,0.4809,0.33154,0.97217,0.9686,0.93889,0.97978,0.82712,0.49128,0.28788,0.9816,0.0011123,0.0011123,0.0011123
271,1568.8,0.45227,0.31235,0.96288,0.94335,0.95556,0.97386,0.83495,0.49337,0.29219,0.98167,0.001109,0.001109,0.001109
272,1574.49,0.41787,0.30798,0.97045,0.97629,0.9149,0.97033,0.83146,0.49519,0.31698,0.98324,0.0011057,0.0011057,0.0011057
273,1580.13,0.45842,0.30858,0.97042,0.97459,0.88333,0.95948,0.83701,0.48896,0.33618,0.981,0.0011024,0.0011024,0.0011024
274,1585.78,0.43995,0.29268,0.96292,0.98751,0.8783,0.9659,0.84584,0.48795,0.30713,0.97493,0.0010991,0.0010991,0.0010991
275,1591.43,0.44567,0.30858,0.97133,0.99374,0.88249,0.97219,0.84547,0.49605,0.30266,0.98415,0.0010958,0.0010958,0.0010958
276,1597.04,0.44592,0.30557,0.94576,0.98257,0.89444,0.97178,0.83864,0.48536,0.32015,0.97523,0.0010925,0.0010925,0.0010925
277,1602.69,0.43703,0.29533,0.95887,0.93718,0.92222,0.96095,0.83373,0.46665,0.32813,0.96489,0.0010892,0.0010892,0.0010892
278,1608.36,0.44567,0.30984,0.96851,0.95403,0.88889,0.95458,0.8321,0.45745,0.33247,0.96604,0.0010859,0.0010859,0.0010859
279,1613.99,0.43275,0.29233,0.95729,0.93212,0.93333,0.95678,0.82568,0.4927,0.33163,0.98823,0.0010826,0.0010826,0.0010826
280,1619.66,0.4618,0.35666,0.98807,0.95471,0.9,0.95325,0.82155,0.51391,0.34438,1.00035,0.0010793,0.0010793,0.0010793
281,1625.27,0.44174,0.31196,0.96124,0.91501,0.92778,0.95981,0.83266,0.49279,0.36468,0.98347,0.001076,0.001076,0.001076
282,1630.89,0.42741,0.28718,0.96435,0.94325,0.92222,0.9648,0.83376,0.47983,0.36095,0.96262,0.0010727,0.0010727,0.0010727
283,1636.52,0.43802,0.30261,0.98718,0.93775,0.92222,0.96018,0.82781,0.50326,0.36582,0.97753,0.0010694,0.0010694,0.0010694
284,1642.17,0.47246,0.32259,0.97596,0.96368,0.91667,0.96721,0.8153,0.52183,0.35689,0.99339,0.0010661,0.0010661,0.0010661
285,1647.81,0.47496,0.33004,0.96269,0.96004,0.9343,0.97497,0.83777,0.48576,0.31987,0.96809,0.0010628,0.0010628,0.0010628
286,1653.48,0.42817,0.29728,0.96641,0.94336,0.94444,0.96808,0.84018,0.47842,0.32819,0.96118,0.0010595,0.0010595,0.0010595
287,1659.13,0.44966,0.31932,0.97184,0.94183,0.93333,0.96816,0.84408,0.46197,0.30543,0.95224,0.0010562,0.0010562,0.0010562
288,1664.79,0.47227,0.32892,0.97612,0.94449,0.93333,0.96808,0.82964,0.46973,0.31182,0.96442,0.0010529,0.0010529,0.0010529
289,1670.41,0.46078,0.33022,0.98055,0.95649,0.92222,0.97109,0.82807,0.48142,0.31527,0.9698,0.0010496,0.0010496,0.0010496
290,1676.05,0.44019,0.31056,0.96653,0.93141,0.93889,0.97452,0.84072,0.47854,0.30051,0.97002,0.0010463,0.0010463,0.0010463
291,1681.67,0.4467,0.31719,0.95501,0.94383,0.93345,0.97459,0.83947,0.48364,0.30333,0.97759,0.001043,0.001043,0.001043
292,1687.37,0.38618,0.28746,0.94493,0.93659,0.93333,0.9736,0.83123,0.50164,0.30879,0.98852,0.0010397,0.0010397,0.0010397
